  Energy  39.57K_10T  39.59K_7T  39.575K_5T  39.59K_3T  19.29K_10T  19.295K_7T  19.3K_5T  19.31K_3T  9.775K_10T  9.78K_7T  9.795K_5T   9.8K_3T  4.995K_10T  5.02K_7T  5.055K_5T  5.04K_3T  2.68K_10T  2.62K_7T  2.64K_5T  2.63K_3T
13513.51    361.9821   256.6413    186.9146   109.8732    457.9954    326.4950  233.4199   142.7137    331.6766  218.2604   149.8460   87.8657    221.3212  137.3596    94.8886   52.8139   201.3181  122.0038   80.8124   39.9560
13531.80    363.8701   256.7800    181.9133   113.7510    462.5420    327.3092  232.5324   138.8899    329.2566  218.0589   153.6662   85.5447    226.1897  140.6425    90.4032   50.6254   199.3948  118.3229   78.1911   45.2291
13550.14    357.1697   255.6091    181.6901   104.5675    463.6291    329.4000  232.7882   139.9767    331.2929  214.0033   149.6765   91.4567    226.3305  135.8160    89.5597   49.2863   198.2130  124.2189   73.5983   39.2742
13568.52    360.6590   252.0663    177.0365   108.4268    457.3845    327.3797  232.8183   137.5197    329.7681  214.1027   153.1018   89.1226    223.0759  137.2772    85.7170   49.7374   191.5011  122.6081   73.9070   42.6298
13586.96    357.6849   249.5517    181.9599   105.5721    454.9814    322.9220  228.5271   141.1273    315.8483  211.3640   148.1341   86.9172    214.7337  130.2131    84.6397   47.0032   195.3919  118.2447   78.2122   40.7147
13605.44    352.1948   249.9044    177.6651   111.4803    452.1533    320.4944  228.5613   137.0020    319.2340  209.8239   142.7840   90.2390    216.2550  125.4900    88.8759   49.5581   190.3745  116.5674   73.7105   42.7811
13623.98    353.0895   247.1023    179.4492   108.1340    447.7067    316.3589  229.8731   137.9293    315.7936  211.7033   142.5095   82.3965    214.9543  127.2584    86.5504   48.3449   191.2708  113.4280   72.0823   41.5717
13642.56    345.6812   245.9407    178.3290   102.3325    443.2030    315.0420  226.1251   136.5489    311.1411  204.0806   141.8094   85.9574    207.5596  126.8150    85.3115   45.1993   185.7226  113.8312   71.7174   39.3804
13661.20    342.5746   245.4402    170.3414   103.7200    438.7090    311.7456  224.7958   132.6915    309.4348  203.9590   140.5303   82.9193    206.6983  125.3024    80.6896   41.2632   185.8385  107.1822   72.4324   40.8767
13679.89    335.2523   240.6928    171.0482   104.2989    432.7602    304.6926  219.2278   134.9624    300.7276  201.0259   137.9916   83.7667    203.2011  124.2361    82.9254   46.6498   180.8944  109.5461   70.6157   39.1178
13698.63    330.9235   236.8752    165.9568   100.5793    425.6671    300.9620  222.3612   128.8165    294.1468  197.7883   139.8419   81.1726    196.4649  124.1412    80.5334   47.0567   178.9081  103.8871   67.4633   33.6000
13717.42    323.2942   232.9984    162.7156    98.9501    418.4321    300.9862  215.8144   131.3560    290.9343  198.6301   137.0091   77.4309    197.7262  117.7672    78.6685   45.8956   173.2104  101.6956   67.3079   40.8782
13736.26    318.4403   227.3323    160.7389    98.1011    412.8926    291.8514  210.5804   131.2702    290.6352  191.9413   132.2420   78.4907    193.7764  116.1949    76.5712   45.0876   171.1189  101.0143   68.4779   37.2597
13755.16    317.1103   221.3897    159.8096    92.3411    407.5141    286.4474  206.5591   123.6618    283.1493  189.5961   130.3340   73.5952    193.6747  114.8710    78.9642   41.9350   165.8928   99.9608   68.0815   37.8685
13774.10    308.5120   218.7688    154.8692    91.1128    398.9135    283.6873  203.2445   120.4704    281.1577  186.2056   129.2772   75.0684    184.9771  113.9793    73.5791   44.2617   167.2378  101.5550   66.8886   33.8921
13793.10    305.9698   215.4078    156.1365    93.0701    393.1667    278.4373  203.1206   120.5520    273.8971  184.6326   128.9635   75.9595    184.8442  109.2463    74.6287   39.5673   161.9120   95.3197   64.2906   32.6519
13812.15    300.7314   213.5688    150.5181    94.4676    385.9569    274.5833  196.5811   121.0701    271.7026  181.2258   123.7188   73.2318    177.2957  110.8514    71.4644   37.1074   155.6926   95.9154   59.9188   35.3009
13831.26    295.9354   209.4258    148.6222    87.3852    385.6823    274.0485  194.6572   114.5469    267.0802  176.9216   123.2079   74.5480    179.1698  106.0564    70.4571   38.0056   156.6246   90.7191   58.1535   32.3432
13850.42    293.9226   206.3675    147.7937    91.3413    378.7474    271.3457  194.5881   117.3999    263.8661  174.5641   118.6600   75.2978    172.6289  104.1173    69.4650   37.7346   152.8543   87.2207   61.9350   31.8399
13869.63    286.9466   200.4040    145.9368    88.6993    374.9748    264.9710  191.3510   114.4263    262.7133  173.7853   118.2755   69.0233    172.1703  103.2374    67.6438   39.1177   149.8264   88.9847   57.7999   31.9958
13888.89    282.8076   198.2617    142.1031    87.0151    370.8687    260.5248  190.2769   115.8053    255.7739  169.7497   117.1702   68.7561    167.2155  100.3292    62.5166   36.5044   148.3089   85.8641   56.6961   32.7853
13908.21    281.9013   198.6954    144.6328    86.6095    367.3743    259.3054  189.2452   110.6722    254.9308  166.4040   113.8101   69.1130    165.5842   98.5061    66.5029   34.8743   145.4566   87.8614   53.3997   30.0446
13927.58    278.2603   197.2192    138.6137    84.7178    363.0810    258.4765  181.4229   113.8290    250.6238  163.1274   113.9159   70.2030    162.1373   98.6987    67.7209   37.7875   142.3200   84.8332   53.7489   29.8159
13947.00    278.4809   195.3719    142.0526    86.7019    361.0193    256.2303  184.0158   110.9221    249.3354  160.5077   114.8362   67.6249    163.7806   97.4437    60.9270   34.7694   139.0833   81.5701   52.6334   28.3428
13966.48    276.5468   191.9346    141.5074    82.3543    356.0917    252.6646  182.2562   109.3387    247.4934  159.6587   111.9519   68.3370    159.7319   96.5973    62.6554   32.8801   142.0040   81.3687   52.4615   27.5669
13986.01    273.1128   191.5143    135.7964    82.9452    357.8098    251.8240  180.8920   108.7896    240.8347  161.7937   109.1474   64.7022    156.2678   94.2528    61.2477   32.8227   141.5788   79.2997   50.4738   30.0931
14005.60    272.5753   190.5338    139.4150    84.4923    354.0827    246.1817  180.9743   108.3560    240.2356  160.2588   110.2235   63.4693    155.1044   91.8286    62.6217   34.0204   136.5397   78.6151   50.8191   26.4562
14025.25    267.3290   190.0380    137.6252    82.1071    350.9976    247.8890  178.1617   107.9466    241.0269  157.4477   108.1445   65.8605    150.1292   90.9249    59.0650   33.4938   133.6365   74.7563   48.8824   24.2899
14044.94    265.8297   187.9228    132.4782    81.0756    349.4301    243.4022  177.9518   108.4990    237.2647  154.0190   109.3691   61.6067    147.9198   89.2598    57.0021   33.4842   133.9572   73.3876   49.1723   23.8758
14064.70    261.3854   187.1045    136.8652    83.4433    344.0992    242.2022  174.0901   104.1597    236.1034  151.5884   106.4887   65.2345    148.9883   87.4856    58.1367   31.2910   131.8487   76.3320   47.8874   23.8835
14084.51    261.7310   183.1490    135.2808    82.4865    339.1057    239.4456  175.2090   102.0371    232.2474  154.1219   105.1422   63.6307    146.3957   84.1201    55.6625   30.0371   128.3429   72.6809   47.9534   26.2584
14104.37    257.6949   181.1723    131.6675    80.6516    338.6061    238.6237  174.6634   103.7786    229.1525  152.4168   104.5054   62.1457    143.9230   83.3909    55.1638   31.0027   128.7523   75.3250   45.3232   23.9423
14124.29    256.0880   181.6276    129.5877    77.3692    330.8478    237.4357  171.1782   104.4241    222.5798  149.6297   103.9937   62.5636    144.7240   83.2765    55.9693   32.0417   123.9712   71.1103   47.0998   23.3195
14144.27    252.0606   176.2968    127.8993    77.4451    330.5666    233.5541  167.0376   101.1746    223.4702  145.8187   101.3723   59.2452    140.6070   84.1066    54.7171   29.6700   126.2439   71.7390   43.7242   22.6207
14164.31    250.1765   176.3500    127.8561    77.4678    323.9365    231.2226  165.8458    98.7661    221.1370  146.3060    98.6909   59.1560    140.0310   84.8195    51.7923   32.7179   123.8276   71.0638   45.4504   24.2143
14184.40    244.9376   173.4567    125.9865    73.8032    320.1135    224.1941  164.9852   100.0956    218.2346  141.9968    98.7029   58.1587    137.0531   83.7113    55.1584   28.9821   118.3716   70.6247   42.9788   24.7455
14204.55    242.7262   170.6330    121.7541    75.9681    315.1078    224.5440  159.2971    97.3246    214.3748  140.1615    96.1898   56.8334    136.8443   80.5439    50.9477   27.4833   120.3247   70.8710   45.3477   24.2405
14224.75    239.0195   168.6060    119.6850    74.8735    309.5148    219.4665  156.7407    96.5363    212.2936  138.2435    94.5005   60.4963    132.6013   79.8513    53.2420   28.3525   120.2561   67.9014   45.0538   24.6204
14245.01    235.5385   165.4327    118.8927    72.6259    304.8143    213.6173  155.4332    93.5133    209.0269  137.7448    92.3712   54.7597    133.8974   79.6961    50.7386   27.0637   116.2982   66.3530   42.6275   23.7661
14265.34    228.6926   162.1243    115.6480    73.9172    297.3127    213.2306  152.5888    93.2434    206.8184  136.1074    95.4490   57.8207    130.2937   76.2458    53.0640   29.5652   114.3056   68.4993   40.2566   23.2581
14285.71    227.1624   160.8391    115.9637    69.7780    294.7244    210.1787  149.8755    92.4254    200.0442  131.4194    89.6716   54.1935    128.2297   76.6172    50.9428   25.2256   113.3406   64.0593   43.1919   22.7285
14306.15    220.0344   157.5245    115.9215    66.9497    288.0660    204.8707  147.8204    89.1058    198.0729  130.9611    88.8340   53.0575    127.2078   74.8985    48.1437   26.6560   112.2021   64.0340   41.1538   22.8835
14326.65    212.7305   154.8109    111.0688    65.9100    285.5341    201.4244  144.1331    86.6787    192.4212  128.6877    89.4958   54.0936    122.8382   76.8876    50.7637   25.2906   109.5600   62.2377   39.8042   21.6533
14347.20    213.7640   151.2218    106.8229    63.5600    279.9901    195.9646  142.2188    85.4051    191.9310  125.5287    87.4025   52.4907    122.9849   73.2558    48.0562   25.5793   107.8964   62.6184   39.0942   20.7196
14367.82    209.9432   148.5153    106.4305    62.0279    273.3864    194.1985  139.2558    87.3003    187.9980  123.7131    87.1357   50.7405    121.4317   71.6976    47.5841   26.4692   107.0515   62.2966   39.8569   20.1168
14388.49    205.9173   146.6961    104.5108    62.8336    269.5063    190.9216  137.9450    84.2391    184.7609  121.4673    86.8773   49.4498    116.1906   70.3136    46.5879   26.8454   104.8308   60.8910   41.5554   20.1193
14409.22    202.3971   142.0482    101.0336    61.9931    265.4899    187.8291  137.6234    78.8128    182.0681  123.7561    84.6029   49.4610    118.8435   69.3286    45.1568   24.4257   102.7538   61.8821   39.7207   20.4567
14430.01    200.2142   141.7161    101.1378    59.9898    257.9526    183.8033  134.6277    82.5343    177.6814  118.1240    84.0142   49.4046    115.5788   71.2374    45.9377   27.7168   102.3323   58.2466   38.8153   21.3143
14450.87    197.3580   139.7251    101.6565    59.1815    256.0470    179.1325  130.3680    79.1077    174.5357  118.6312    78.1677   48.6581    114.6475   67.2849    44.4059   24.9026    99.7731   58.2076   35.3541   21.4400
14471.78    194.4294   135.1412     97.4660    59.1275    250.5646    177.6808  128.9518    76.9039    174.2773  115.8173    79.6068   46.9620    113.6848   67.6162    43.5550   26.0576    98.6518   58.3021   38.0140   20.4263
14492.75    190.0515   133.4123     96.4405    57.5789    249.6114    178.7280  126.0308    74.6798    171.0168  111.8310    78.8573   46.4976    111.0961   65.3912    41.9612   22.7227    97.9321   56.3028   36.8118   19.5566
14513.79    187.2910   134.3070     95.2213    57.9883    245.5447    173.1324  125.3608    76.9513    167.1736  112.7343    78.8293   45.7713    107.4942   64.8188    41.5858   24.7980    95.7467   52.6900   34.3697   19.3544
14534.88    184.0868   132.7769     95.6329    54.3597    241.0935    170.4801  122.9141    74.4006    166.9790  107.7042    75.1106   46.3937    106.2360   65.6024    40.2345   23.1852    94.0624   56.8546   34.1935   18.2139
14556.04    181.7433   130.0356     92.8581    54.5563    237.8865    169.5348  122.6883    70.5817    164.4220  107.1003    73.6359   43.4481    104.3179   63.1721    40.5957   22.4436    89.6039   53.5678   34.0892   18.5251
14577.26    179.4423   127.9026     88.5946    53.2800    234.7624    166.0451  117.6440    71.5943    162.3993  106.7170    75.2074   43.5298    103.4959   62.6923    40.2944   22.7904    92.9346   53.7963   35.5191   19.1996
14598.54    176.7927   123.1719     90.1666    53.4865    229.3013    162.5258  116.4133    70.0101    156.5362  104.5584    71.8333   42.4012    102.3596   59.6491    37.9546   21.8010    89.4994   51.7408   32.0131   18.9221
14619.88    173.1096   124.0327     89.7107    51.5693    226.4626    162.7194  115.1815    71.7543    155.3803  103.1811    71.7597   40.6086     99.5083   59.5907    37.9087   22.8810    88.7248   50.7020   34.4682   17.8056
14641.29    169.1800   120.2973     86.8916    52.4647    221.8719    158.0245  114.2245    67.8957    154.6418  100.1907    69.5202   42.8468     97.2605   59.3980    38.6688   21.3858    88.1599   50.1888   33.9738   17.0086
14662.76    166.1964   116.8518     84.9264    49.8318    217.9495    155.3471  112.1886    67.5810    150.5220   98.9975    67.7679   40.4753     97.0791   57.1409    38.9331   18.9936    87.2296   49.4434   33.3846   17.1923
14684.29    164.2501   117.9877     84.7445    51.0655    213.6889    150.0890  108.8812    65.7136    147.7158   97.2533    67.3602   40.3608     96.0582   57.1431    36.2242   17.8624    83.2133   49.4239   30.2972   16.5326
14705.88    162.0363   113.0680     82.7147    51.1372    209.7620    149.9907  107.7745    64.7851    144.5153   95.2898    67.3655   39.7930     95.2665   55.5478    37.7477   20.4851    83.2785   47.2758   32.1407   16.5123
14727.54    156.6711   112.0396     77.9831    50.4544    204.9480    146.1116  105.5880    63.5527    140.7283   93.9997    65.9913   37.6870     90.5882   57.1225    36.3162   19.7835    82.9503   46.7027   30.6081   14.8730
14749.26    155.2696   110.8554     78.3356    46.7473    200.8229    141.5366  103.2602    59.9349    136.9691   92.5644    64.7444   38.5998     91.2069   53.6111    35.3340   20.7511    80.5058   47.2227   29.6826   16.3959
14771.05    152.7841   106.2466     79.1016    44.8567    197.5806    138.9794  100.8879    61.1273    136.7920   89.1080    63.9687   36.5756     89.6840   54.3937    36.1003   20.1307    79.8067   46.0278   29.0064   15.7642
14792.90    147.6247   103.0911     75.3416    45.0089    193.0881    136.5192   97.6950    58.6587    132.7134   88.2502    61.3003   35.4117     87.7431   51.6059    34.9901   19.0136    76.3962   45.2771   27.2394   15.8707
14814.81    142.7939   101.7278     73.3986    43.6933    189.1879    133.2243   97.8040    59.1679    128.9608   86.6819    59.9839   34.4112     84.6802   50.0088    33.8341   19.5868    73.2300   42.7839   27.6201   16.3703
14836.80    140.0753    98.6545     71.8085    42.5010    184.7643    128.6284   95.0592    56.9646    127.8999   83.8163    57.3126   35.3978     84.8577   49.8653    31.7814   19.7260    72.7716   43.3407   28.4211   15.2270
14858.84    136.5375    99.8124     70.1854    42.6492    178.2669    128.2140   92.5315    54.0714    124.0009   82.8811    57.7134   33.9142     80.9437   47.3905    33.3886   18.1151    71.4145   41.3893   27.8105   15.4814
14880.95    135.3936    94.5077     66.7985    39.9676    175.0896    124.6870   89.6648    54.6204    121.3792   79.9934    55.9095   33.6551     78.3884   46.2759    31.7863   17.7287    70.4343   40.5481   25.3873   14.6800
14903.13    131.3687    92.6697     66.7576    39.8663    170.6007    120.3018   88.2742    50.2301    119.5382   79.6060    54.0080   32.2709     77.9310   46.0460    31.8375   17.8734    68.4438   40.7986   24.4589   14.9093
14925.37    128.7278    91.6337     64.4924    39.0494    166.3953    119.0408   84.6451    52.0543    115.8759   77.0971    52.3150   31.2669     74.8713   44.4552    28.0100   15.7692    68.2355   38.9999   22.6962   14.2415
14947.68    123.5372    88.3995     61.7595    37.8653    163.7116    113.5748   83.3816    50.0867    111.6739   75.3818    52.9226   32.7349     73.2454   44.6213    28.2922   17.2095    65.5913   37.9596   23.4606   13.4010
14970.06    121.3116    87.1158     60.7966    38.3035    156.3133    112.2576   81.7859    48.7459    108.4023   72.7083    48.8487   29.1510     70.8184   41.2422    28.8717   15.3878    62.6469   37.2585   23.1236   12.6232
14992.50    117.7005    82.2737     57.4216    35.5881    153.3743    107.7063   78.7266    47.3428    107.6923   71.1684    47.0813   28.5126     69.7020   43.2592    27.7677   14.0249    61.7305   36.0355   24.5206   13.4452
15015.02    115.1823    80.9182     58.1898    34.4058    147.8229    107.4865   76.9744    45.8058    104.2669   68.5915    46.9498   29.1615     68.6160   38.7655    28.2363   14.2842    62.3633   36.3400   22.9333   12.3227
15037.59    112.4829    79.2063     58.4961    34.6058    146.1706    104.2289   74.7885    44.3855    101.2385   66.8376    46.8636   27.6859     66.4981   39.5717    26.2567   14.8394    57.2010   34.5648   21.7840   13.1509
15060.24    110.7270    77.2425     55.8588    33.8497    142.5790    100.3196   72.0348    43.5224     98.6683   66.2361    45.3060   26.7397     65.1944   39.3881    25.0276   15.8390    56.7636   32.8197   19.3272   11.4038
15082.96    105.5987    76.1093     54.7415    32.9016    138.4547     99.1018   70.6183    41.6328     94.7737   65.3751    42.7664   25.5965     61.5262   38.2849    24.4873   13.1167    55.7292   31.5572   19.2067   11.3116
15105.74    102.4766    74.0909     54.2200    30.8025    135.8981     94.4210   69.2090    40.5010     94.0375   61.1264    43.1234   24.9042     60.7690   37.0713    26.0682   13.1225    52.7073   29.3971   20.5862    9.5689
15128.59    101.3964    72.0279     50.9484    31.5387    132.3070     92.7970   67.5711    38.9124     91.6436   59.3507    43.2803   25.1512     59.5918   34.6185    23.4289   13.8450    52.1498   27.3762   18.2820   11.5300
15151.52     97.7570    69.9085     50.0328    31.1388    127.3620     90.8869   66.3188    38.6956     87.6150   57.1845    39.5853   23.7406     57.3805   33.0960    23.5382   12.8572    51.1128   28.4245   19.7467    8.5127
15174.51     95.7443    66.2527     48.7623    30.7278    124.8930     88.4000   64.7626    38.8523     85.6576   55.4621    39.2124   21.7565     53.8807   33.2007    21.5678   12.1304    46.8824   27.3592   18.3598    9.6317
15197.57     93.6114    66.7669     46.6474    27.9098    118.7457     86.1776   61.4557    36.8851     82.1467   54.7322    38.2086   21.9392     54.5558   31.8849    20.4860   12.2301    46.7566   27.4939   18.1452    8.7387
15220.70     91.6590    65.1110     45.3187    27.5926    118.0210     82.2637   61.3072    36.3874     80.5692   52.0471    36.0636   20.9556     51.7555   31.3698    19.9828    9.6465    46.0420   26.3002   16.5138   10.4580
15243.90     86.2313    61.3158     43.9330    27.9818    115.5854     81.1843   58.7006    35.4943     77.5054   50.0219    34.7743   21.0460     49.1960   29.6381    18.9359    9.0804    43.6772   24.8693   16.4047    8.6151
15267.18     85.8946    60.2405     41.2506    27.1942    109.7266     78.3505   56.8784    34.2138     74.5353   50.1185    36.1842   17.6110     47.7291   28.9627    18.5300    8.0012    43.0785   23.3666   14.0240    8.4625
15290.52     81.8996    59.4913     41.3714    24.3080    107.7659     74.9287   54.1459    33.7312     71.6960   48.2844    31.6830   21.0215     46.1830   26.7352    15.5500    9.9334    40.1112   23.1478   15.6318    8.0863
15313.94     80.3269    57.5825     39.8222    24.0682    104.9942     74.2877   54.4275    31.8736     71.3895   45.8972    30.7361   19.0894     44.4154   26.3621    18.6495    8.9127    39.2027   21.5878   13.0082    6.3273
15337.42     76.9536    55.9678     39.9404    24.9314    100.2160     71.1935   51.9097    31.5432     66.7923   44.8603    31.6842   17.7114     42.7424   24.7405    16.1492    7.8386    36.9667   21.4413   12.0090    5.8852
15360.98     73.3103    54.2025     38.2487    22.3467     99.0071     70.4733   50.3657    30.2430     65.5224   43.3410    30.8311   16.9709     41.2816   24.5982    15.1916    7.3640    36.2336   20.2244   11.7180    7.7898
15384.62     74.2939    50.8281     37.6793    20.5416     95.0781     65.9925   48.3498    27.6330     60.7629   42.4321    26.8709   17.6638     38.5989   22.5003    13.7181   10.2354    34.5506   20.5068   10.9490    8.2196
15408.32     70.6788    48.7825     35.4885    20.5399     90.6548     64.4474   47.2593    28.1476     62.2070   37.4321    27.2938   16.5799     38.7764   23.1780    14.1287    7.9719    32.8710   18.8194   11.0766    6.9333
15432.10     66.2785    48.2162     34.4151    21.6852     88.4413     63.9366   44.7582    26.0719     59.4016   37.8019    25.8903   16.4855     37.2005   21.2156    12.4878    8.6524    31.5282   17.7694   11.1761    4.7796
15455.95     64.8902    47.8532     32.2009    20.1324     84.2314     58.5189   42.0228    24.6307     56.0870   35.4976    24.0344   14.9945     34.3913   20.4564    10.4023    5.8481    31.3125   17.7241   10.0866    4.4088
15479.88     63.2097    45.3691     32.5592    18.0429     81.0387     58.8689   41.4971    25.2075     55.3888   35.1966    24.0799   12.7116     32.1593   19.8148    11.6897    6.1149    28.8392   15.8562   10.1435    5.3854
15503.88     60.3771    43.3297     31.0014    17.9623     77.9342     55.7775   41.3470    25.1872     52.6237   33.1211    22.5819   12.6579     31.2830   20.0147    10.4720    5.8475    27.0481   13.7837    9.6187    3.4133
15527.95     58.0546    41.9929     30.2479    17.8631     76.0639     53.3586   37.9208    23.1705     49.8722   31.9661    21.3094   12.1418     29.0485   16.6621    10.5236    4.6032    24.7950   13.7706    7.7307    4.7625
15552.10     55.6820    39.8678     28.2571    18.4290     73.2818     51.6941   38.9876    23.2114     46.4106   29.9104    20.0106   12.6651     28.2419   16.8850    11.6667    5.7522    26.0271   13.3495    6.4630    3.0993
15576.32     54.6412    36.5042     27.4068    14.9586     72.3771     49.9283   36.8157    20.9475     45.4671   28.5000    18.9626   12.9315     27.2987   15.8902     8.8164    5.3266    23.1095   12.0163    6.7857    4.7095
15600.62     52.1056    38.3118     28.1569    14.4190     68.4676     47.5890   34.7123    21.8092     44.5523   28.2754    18.4892   10.9033     25.8137   15.0428     8.6984    3.0375    21.5765   10.2536    7.3422    4.3431
15625.00     51.2891    35.9932     25.6347    16.5885     63.3046     45.7657   33.2368    19.2946     40.3761   25.7710    17.4080   11.9356     24.9346   12.3801     8.8575    4.7233    20.7927    9.9801    5.3962    3.5830
15649.45     48.5553    34.8220     24.7931    15.0772     62.9617     43.6942   31.5103    18.9402     38.5050   26.6226    17.6189   10.3281     23.1236   12.3037     7.9142    3.4070    19.2150    8.9825    5.7999    2.3423
15673.98     47.6959    33.7313     25.1605    13.4563     60.1744     43.6270   30.3610    17.6549     37.8451   25.5831    15.2123   10.0688     22.4089   11.9908     5.5152    2.8110    18.7566    8.7398    5.3276    0.6432
15698.59     45.3434    32.5448     23.9564    15.2046     58.8729     41.8394   29.5307    17.0819     37.2680   23.0956    15.6479   10.4424     19.8626    9.4932     4.6725    2.0168    17.8703    8.0003    3.0808    1.2937
15723.27     42.3860    30.4545     21.3579    14.4753     56.3895     39.6190   28.0674    18.4102     35.6701   22.6933    15.2553    9.0122     19.8609   11.0053     6.3083    3.0596    17.5180    6.2833    4.0139    1.0489
15748.03     42.7139    29.9201     21.9331    11.4463     53.8490     37.9057   27.2614    16.8364     31.8185   22.0845    14.6696    8.7321     19.6491    8.8148     5.1164    3.6082    12.8639    8.9668    3.2957    1.5712
15772.87     39.4633    28.8333     22.8092    11.5188     50.7773     37.3113   27.3025    15.9930     32.3813   21.1694    14.8273    7.7043     16.1013    9.3298     4.1155    1.2363    14.2579    7.9129    2.7880    2.9632
15797.79     38.3708    28.5835     20.9299    11.5411     49.7413     36.0487   27.6414    16.2181     30.9551   19.1076    13.3472    7.5021     16.4262    7.9128     5.5391    0.6208    12.4525    6.4421    2.3233    0.9205
15822.78     37.1373    25.9600     20.0461    10.5916     48.2901     33.8529   23.8141    14.6606     28.0338   17.0002    12.0938    8.1997     15.8240    7.4437     3.0430    1.8600    10.2990    5.9534    1.2852   -1.1861
15847.86     35.0790    25.3850     18.7058     9.4181     46.5154     33.2651   21.9421    14.5707     25.4893   16.2201    11.0038    5.7677     12.7111    7.8254     3.7638    0.2675    11.2569    3.2420    1.6137    0.2617
15873.02     34.2587    25.8090     16.7510    10.5980     43.5368     31.2615   21.6603    13.4371     26.1953   17.3180    11.3571    6.1991     10.5987    7.3784     3.6602    2.2690    10.1032    4.5020    1.0119   -0.2654
15898.25     31.7488    23.6659     17.7458     8.2318     42.8845     30.2775   20.7040    12.6405     22.6670   15.0419    11.9939    6.8676     11.6229    5.4736     3.8518    1.4295     8.7154    3.2270    0.7895   -0.6809
15923.57     30.1244    21.0369     15.1371    11.0599     40.4828     28.2407   19.8481    13.7996     21.8839   16.0711     8.8511    5.1954     10.7926    5.6054     2.0812    1.9650     6.8107    4.0637    1.1726   -0.3104
15948.96     28.9500    21.2432     16.3515     8.1057     37.7080     27.5454   19.7364    11.5629     22.1951   14.6494     7.0397    5.8200      8.7086    6.3942     1.7710   -0.1239     7.0877    1.9266    0.6812   -0.0966
15974.44     28.0712    20.5114     14.9956    10.3609     37.6902     26.2242   19.7181    10.6725     22.6911   13.3784     6.3475    5.5161      8.1460    4.1654     1.5980   -0.1835     7.1444    3.4321    0.8652   -1.4667
16000.00     26.9654    21.0128     14.6233     8.2568     36.6415     25.3651   19.4584     9.9432     19.0708   12.5957     7.7823    3.4320      9.2948    3.2869     1.0382    0.0113     6.8421   -0.0122   -0.2146   -1.3336
16025.64     26.5114    19.5264     13.2247     6.8633     34.2447     24.0742   17.0106    11.3684     19.2195   10.9763     6.8880    5.2562      8.9077    3.2262     1.8364   -0.1802     5.5899    2.1662   -0.4593   -1.3445
16051.36     25.5171    17.4726     12.6700     8.5054     33.8681     24.2370   17.4757    10.2796     18.2807   11.1738     7.6655    4.5012      6.9832    1.7840    -0.0065    1.1076     3.9352    0.5268   -0.6280   -1.9323
16077.17     24.6694    18.5855     14.2669     5.7897     31.4918     22.0307   16.0076     9.3422     16.9043   10.7309     6.3978    2.2921      6.5503    3.0345     0.0684   -0.4271     3.4512   -1.3960   -1.8037   -0.7048
16103.06     22.2275    17.8880     12.1564     7.0775     30.3098     21.8758   15.9831    10.0799     14.9564   10.8517     6.0321    3.9224      6.1849    1.2459     0.3157   -0.6183     4.0179    0.2204   -0.6222   -0.6462
16129.03     21.8097    15.9385     12.8193     7.3185     29.0618     20.0265   17.2418     7.7946     13.6157    8.8422     5.1776    2.1197      5.4231    1.4310     1.0209    0.8919     3.0142   -0.4474   -0.2209   -2.2970
16155.09     19.9162    14.9412     11.2966     6.3254     29.8618     19.7730   14.3996     8.6791     14.0348    7.9325     5.6312    2.9318      5.1668    0.8514     0.4119   -1.7537     3.4910   -1.6919    0.1959   -2.4101
16181.23     20.8453    14.4825     10.5205     5.3675     26.6585     19.3205   15.0161     7.5830     13.4693    8.2812     4.1177    2.4949      4.8603    1.9803    -0.8975    0.2436     0.3967    0.2381   -2.0804   -2.5918
16207.46     19.3692    15.6159     10.5824     6.7758     24.9169     19.6679   11.6407     8.0615     13.5275    8.0768     4.3521    2.7419      2.0655    1.2342    -1.6377   -1.2248     3.4966   -0.8271   -1.3366   -0.8711
16233.77     18.7845    13.0719     10.6014     5.2977     25.8768     17.7884   12.2849     7.8963     12.7966    6.4360     4.1302    2.2319      3.9710    0.6373    -0.2865   -1.1591     1.5911   -1.0884   -1.1041   -2.6718
16260.16     18.0102    13.0072     10.5116     5.4662     24.0232     16.4652   11.4677     7.0785     12.5510    7.3387     2.9249    0.7286      3.5115   -0.4238    -0.8205   -1.3551     2.7862    0.4083   -3.1260   -1.6801
16286.64     16.3571    12.2891      8.3223     6.5294     24.0322     16.3828   13.0347     6.8394     10.4221    6.6470     4.6197    2.7806      1.4416    1.2117    -0.7294    1.0652     0.8835   -2.3195   -1.6529   -2.1566
16313.21     16.4664    11.5012      9.6226     5.8695     22.8560     15.9842   12.1605     6.6504     11.5280    6.1786     5.9879    2.4748      3.0625   -0.2937    -1.5919   -0.8941     1.0504   -0.7395   -1.0756   -2.0098
16339.87     16.9118    10.8524      7.5334     5.6997     22.5785     15.5666   12.1630     7.3493     10.1042    7.1227     3.4269    3.2942      2.4956   -0.3333     0.0141   -0.4012    -0.6645   -2.2100   -1.8011   -1.6496
16366.61     15.8959    10.7825      8.6016     5.3788     20.4032     16.1871   10.6116     6.9007      9.7562    6.4735     2.8149    2.9386      1.5944    0.7288    -1.3542   -1.5513     1.0053   -1.2805   -2.0517   -2.8336
16393.44     14.7017     8.6364      8.3335     5.1314     22.1579     16.6848   11.4695     5.1387      9.7379    5.5879     2.0032    0.8169      2.0539    1.7542    -1.5546   -1.8264    -0.1816   -2.0401   -1.9022   -2.6644
